permid,ticker,cik,filing_date,n_words,ai_hits,ai_per_10k,ai_per_10k_risk,ai_per_10k_nonrisk
4297662534,SFM,1575515,2022-02-24,47776.0,0.0,0.0,0.0,0.0
4297665665,ELDN,1404281,2022-03-24,55520.0,0.0,0.0,0.0,0.0
4297678774,CHGG,1364954,2022-02-22,60335.0,1.0,0.166,0.0,0.166
4297686741,EQX,1756607,,,,,,
4297692176,AEYE,1362190,2022-03-11,32440.0,1.0,0.308,0.0,0.308
4297699947,LPLA,1397911,2022-02-22,64512.0,0.0,0.0,0.0,0.0
4297704557,GDOT,1386278,2022-02-28,61680.0,0.0,0.0,0.0,0.0
4297706897,BNL,1424182,2022-02-23,79431.0,0.0,0.0,0.0,0.0
4297712182,APLE,1418121,2022-02-22,66632.0,0.0,0.0,0.0,0.0
4297712966,RPID,1380106,2022-03-24,83387.0,0.0,0.0,0.0,0.0
4297723879,PBYI,1401667,2022-03-03,89949.0,0.0,0.0,0.0,0.0
4297758829,BLMN,1546417,2022-02-23,60953.0,0.0,0.0,0.0,0.0
4297774183,PGEN,1356090,2022-03-01,86439.0,0.0,0.0,0.0,0.0
4297778226,WKHS,1425287,2022-03-01,38796.0,0.0,0.0,0.0,0.0
4297788018,VCYT,1384101,2022-02-28,87967.0,24.0,2.728,0.0,2.728
4297793633,SNDX,1395937,2022-03-01,71338.0,0.0,0.0,0.0,0.0
4297801682,GEVO,1392380,2022-02-24,61507.0,0.0,0.0,0.0,0.0
4297804396,RTB,1419275,2022-03-31,27572.0,0.0,0.0,0.0,0.0
4297818769,STKS,1399520,2022-03-16,40901.0,0.0,0.0,0.0,0.0
4297824170,IFS,1615903,,,,,,
4297825650,FET,1401257,2022-03-04,48360.0,0.0,0.0,0.0,0.0
4297832054,OCUL,1393434,2022-02-28,120105.0,0.0,0.0,0.0,0.0
4297834236,AMWL,1393584,2022-02-28,81424.0,4.0,0.491,0.0,0.491
4297836860,UAN,1425292,2022-02-23,64659.0,0.0,0.0,0.0,0.0
4297839209,SGMT,1400118,,,,,,
4297840248,GSL,1430725,,,,,,
4297844648,APPF,1433195,2022-02-28,37482.0,0.0,0.0,0.0,0.0
4297849840,BE,1664703,2022-02-25,88418.0,1.0,0.113,,0.113
4297853578,PCRX,1396814,2022-02-28,91865.0,0.0,0.0,0.0,0.0
4297860720,LC,1409970,2022-02-11,72739.0,1.0,0.137,0.0,0.137
4297864562,RNTX,1420565,2022-03-28,84709.0,0.0,0.0,0.0,0.0
4297873484,SDGR,1490978,2022-02-24,97314.0,35.0,3.597,0.0,3.597
4297878446,AKBA,1517022,2022-03-01,149728.0,0.0,0.0,0.0,0.0
4297884814,FBRX,1419041,2022-03-31,53287.0,0.0,0.0,0.0,0.0
4297894387,QTWO,1410384,2022-02-16,86190.0,4.0,0.464,0.0,0.464
4297899310,SFBS,1430723,2022-02-25,70148.0,0.0,0.0,0.0,0.0
4297900917,ROKU,1428439,2022-02-18,66650.0,2.0,0.3,0.0,0.3
4297906412,SEDG,1419612,2022-02-22,60101.0,0.0,0.0,0.0,0.0
4297915579,TNXP,1430306,2022-03-14,94802.0,0.0,0.0,0.0,0.0
4297918600,ATOM,1420520,2022-02-15,27738.0,1.0,0.361,0.0,0.361
4297921193,MSC,1713334,,,,,,
4297922479,MPTI,1902314,,,,,,
4297931709,ASND,1612042,,,,,,
4297936389,SNWV,1417663,2022-05-13,68448.0,0.0,0.0,0.0,0.0
4297947180,PUBM,1422930,2022-03-01,57614.0,25.0,4.339,0.0,4.339
4297971432,AMPH,1297184,2022-03-11,100243.0,0.0,0.0,0.0,0.0
4297992780,BAND,1514416,2022-02-25,76088.0,2.0,0.263,0.0,0.263
4297993646,PMTS,1641614,2022-03-08,52152.0,0.0,0.0,0.0,0.0
4297996302,TPICQ,1455684,2022-02-25,59024.0,0.0,0.0,0.0,0.0
4297999263,APPN,1441683,2022-02-17,63578.0,12.0,1.887,0.0,1.887
4298001885,RILY,1464790,2022-02-28,97755.0,0.0,0.0,0.0,0.0
4298008773,SB,1434754,,,,,,
4298008856,UEC,1334933,2022-09-29,156544.0,0.0,0.0,0.0,0.0
4298008878,BLNK,1429764,2022-03-16,51671.0,0.0,0.0,0.0,0.0
4298008900,TITN,1409171,2022-04-01,51725.0,0.0,0.0,0.0,0.0
4298009020,OPLN,1395942,2022-02-23,66409.0,0.0,0.0,0.0,0.0
4298009048,MAIN,1396440,2022-02-25,130596.0,0.0,0.0,0.0,0.0
4298009146,ALSN,1411207,2022-02-17,49246.0,0.0,0.0,0.0,0.0
4298009203,FOR,1406587,2022-11-17,30737.0,0.0,0.0,0.0,0.0
4298009252,CPS,1320461,2022-02-18,53671.0,3.0,0.559,0.0,0.559
4298009262,SEM,1320414,2022-02-24,78501.0,0.0,0.0,0.0,0.0
4298009331,ENOV,1420800,2022-02-22,67009.0,0.0,0.0,0.0,0.0
4298009427,TPB,1290677,2022-03-11,69687.0,0.0,0.0,0.0,0.0
4298009437,MCFT,1638290,2022-09-09,39453.0,0.0,0.0,0.0,0.0
4298009590,LRN,1157408,2022-08-10,71254.0,0.0,0.0,0.0,0.0
4298009606,KOD,1468748,2022-03-01,80064.0,0.0,0.0,0.0,0.0
4298009709,WSR,1175535,2022-03-11,61131.0,0.0,0.0,0.0,0.0
4298009953,TDC,816761,2022-02-25,48579.0,1.0,0.206,0.0,0.247
4298009968,DHT,1331284,,,,,,
4298009979,SLS,1390478,2022-03-31,93330.0,0.0,0.0,0.0,0.0
4298010035,IPI,1421461,2022-03-08,66055.0,0.0,0.0,0.0,0.0
4298010061,KDP,1418135,2022-02-24,63997.0,1.0,0.156,0.0,0.156
4298010076,VHC,1082324,2022-03-16,33617.0,0.0,0.0,0.0,0.0
4298010092,FTLF,1374328,2022-10-13,45501.0,0.0,0.0,0.0,0.0
4298010391,GWRS,1434728,2022-03-10,55653.0,0.0,0.0,0.0,0.0
4298015050,AGNC,1423689,2022-02-23,53879.0,0.0,0.0,0.0,0.0
4298015167,OESX,1409375,2022-06-10,49455.0,0.0,0.0,0.0,0.0
4298015169,ORN,1402829,2022-03-07,50160.0,0.0,0.0,0.0,0.0
4298015178,PM,1413329,2022-02-11,79265.0,0.0,0.0,0.0,0.0
4298015179,V,1403161,2022-11-16,62253.0,0.0,0.0,0.0,0.0
4298015188,SATS,1415404,2022-02-24,71823.0,0.0,0.0,0.0,0.0
4298015203,OCSL,1414932,2022-11-15,108252.0,5.0,0.462,0.0,0.462
4298015207,CIM,1409493,2022-02-17,86503.0,0.0,0.0,0.0,0.0
4298015552,MRAM,1438423,2022-03-09,44349.0,0.0,0.0,0.0,0.0
4298016784,MG,1436126,2022-03-14,50627.0,2.0,0.395,0.0,0.395
4298018805,ARDX,1437402,2022-02-28,77413.0,0.0,0.0,0.0,0.0
4298026825,MYFW,1327607,2022-03-15,91737.0,0.0,0.0,0.0,0.0
4298027932,TNDM,1438133,2022-02-22,80287.0,4.0,0.498,0.0,0.498
4298032874,AGIO,1439222,2022-02-24,75331.0,0.0,0.0,0.0,0.0
4298038306,BDSX,1439725,2022-03-14,107946.0,31.0,2.872,0.0,2.872
4298040855,ZWS,1439288,2022-02-09,56875.0,0.0,0.0,0.0,0.0
4298042021,IVZ,914208,2022-02-18,66806.0,0.0,0.0,0.0,0.0
4298051902,VRSK,1442145,2022-02-22,62084.0,4.0,0.644,0.0,0.644
4298052244,JBTM,1433660,2022-02-24,55685.0,0.0,0.0,0.0,0.0
4298052388,REI,1384195,2022-03-16,56743.0,0.0,0.0,,0.0
4298052414,NEON,87050,2022-03-10,33459.0,3.0,0.897,0.0,0.897
4298052454,ERII,1421517,2022-02-24,49022.0,0.0,0.0,0.0,0.0
4298052494,OPK,944809,2022-03-01,101384.0,0.0,0.0,0.0,0.0
4298052530,HCI,1400810,2022-03-10,64698.0,0.0,0.0,0.0,0.0
4298054258,AILLP,18654,2022-02-23,121257.0,0.0,0.0,0.0,0.0
4298054621,HBCP,1436425,2022-03-10,58358.0,0.0,0.0,0.0,0.0
4298054794,IBIO,1420720,2022-10-11,76288.0,38.0,4.981,0.0,4.981
4298054815,TREE,1434621,2022-03-01,65624.0,0.0,0.0,0.0,0.0
4298055376,LOPE,1434588,2022-02-16,59062.0,0.0,0.0,0.0,0.0
4298059665,PRLB,1443669,2022-02-18,45327.0,3.0,0.662,0.0,0.662
4298065499,ENPH,1463101,2022-02-11,82683.0,0.0,0.0,0.0,0.0
4298070059,WK,1445305,2022-02-22,47845.0,0.0,0.0,0.0,0.0
4298076742,MHH,1437226,2022-03-14,42404.0,13.0,3.066,0.0,3.066
4298077172,MRDN,1437925,2021-04-30,73942.0,0.0,0.0,0.0,0.0
4298081483,CDLX,1666071,2022-03-01,70338.0,0.0,0.0,0.0,0.0
4298085213,IVR,1437071,2022-02-17,74869.0,0.0,0.0,0.0,0.0
4298086862,LMND,1691421,2022-03-01,94041.0,76.0,8.082,0.0,8.082
4298090374,BEEM,1398805,2022-03-31,34875.0,0.0,0.0,0.0,0.0
4298095779,TWLO,1447669,2022-02-22,75928.0,1.0,0.132,0.0,0.132
4298102648,ESNT,1448893,2022-02-16,79897.0,0.0,0.0,0.0,0.0
4298114151,CLW,1441236,2022-02-15,38487.0,0.0,0.0,0.0,0.0
4298128957,RNAC,1453687,2022-03-10,80317.0,0.0,0.0,0.0,0.0
4298158413,MRX,1997464,,,,,,
4298209100,ARR,1428205,2022-02-16,59514.0,0.0,0.0,0.0,0.0
4298218064,USFD,1665918,2022-02-17,55081.0,0.0,0.0,0.0,0.0
4298335166,NBIS,1513845,,,,,,
4298337550,OPITQ,1456772,2022-02-16,76665.0,0.0,0.0,0.0,0.0
4298358908,OBK,1516912,2022-02-23,82500.0,0.0,0.0,0.0,0.0
4298443632,LE,799288,2022-03-24,43634.0,2.0,0.458,0.0,0.458
4298443884,MCHB,1518715,2022-03-04,57435.0,0.0,0.0,0.0,0.0
4298464085,KMI,1506307,2022-02-07,82072.0,0.0,0.0,0.0,0.0
4298464783,SPFI,1163668,2022-03-08,78665.0,0.0,0.0,0.0,0.0
4298475354,NXPI,1413447,2022-02-24,58077.0,1.0,0.172,0.0,0.172
4298487609,MGNI,1595974,2022-02-23,79933.0,0.0,0.0,0.0,0.0
4298516594,INSP,1609550,2022-02-15,69213.0,1.0,0.144,0.0,0.144
4298538031,BFAM,1437578,2022-02-25,61172.0,0.0,0.0,0.0,0.0
4298544769,ADUS,1468328,2022-02-25,62955.0,0.0,0.0,0.0,0.0
4298546138,GM,1467858,2022-02-02,68225.0,0.0,0.0,0.0,0.0
5000001034,BNY,1390777,2022-02-25,19086.0,0.0,0.0,0.0,0.0
5000001087,CCBG,726601,2022-03-01,71604.0,0.0,0.0,0.0,0.0
5000001108,PRAA,1185348,2022-03-01,44034.0,0.0,0.0,0.0,0.0
5000001239,VRTS,883237,2022-02-25,43365.0,0.0,0.0,0.0,0.0
5000001395,BFH,1101215,2022-02-25,86687.0,6.0,0.692,1.531,0.33
5000007816,SPH,1005210,2022-11-23,84093.0,0.0,0.0,0.0,0.0
5000007999,ABM,771497,2021-12-22,51633.0,0.0,0.0,0.0,0.0
5000008249,DHX,1393883,2022-02-11,51498.0,1.0,0.194,0.0,0.194
5000008292,SPOK,1289945,2022-02-17,48997.0,2.0,0.408,0.0,0.408
5000021791,JPM,19617,,,,,,
5000021888,MUX,314203,2022-03-07,67680.0,0.0,0.0,0.0,0.0
5000022047,CBL,910612,2022-03-31,94380.0,0.0,0.0,0.0,0.0
5000033016,BAP,1001290,,,,,,
5000033996,AROC,1389050,2022-02-23,60201.0,0.0,0.0,0.0,0.0
5000034527,SCHL,866729,2022-07-22,48901.0,0.0,0.0,0.0,0.0
5000037947,EQH,1333986,2022-02-22,151165.0,0.0,0.0,0.0,0.0
5000038271,MPAA,918251,2022-06-14,42811.0,0.0,0.0,0.0,0.0
5000042416,UCB,857855,2022-02-25,77781.0,1.0,0.129,0.0,0.129
5000047157,BWFG,1505732,2022-03-08,68353.0,0.0,0.0,0.0,0.0
5000049661,FMNB,709337,2022-03-09,63660.0,0.0,0.0,0.0,0.0
5000052198,STWD,1465128,2022-02-25,121132.0,0.0,0.0,0.0,0.0
5000054358,GLRE,1385613,2022-03-08,78582.0,0.0,0.0,0.0,0.0
5000054762,UGI,884614,2022-11-21,91079.0,0.0,0.0,0.0,0.0
5000055044,PMT,1464423,2022-02-25,102326.0,0.0,0.0,0.0,0.0
5000055148,CLBK,1723596,,,,,,
5000058455,HDSN,925528,2022-03-24,39431.0,0.0,0.0,0.0,0.0
5000058627,FGBI,1408534,2022-03-16,74459.0,0.0,0.0,0.0,0.0
5000059926,QRHC,1442236,2022-03-17,42466.0,0.0,0.0,0.0,0.0
5000060908,HBT,775215,2022-03-11,88473.0,0.0,0.0,0.0,0.0
5000063223,IBKR,1381197,2022-02-25,61397.0,0.0,0.0,0.0,0.0
5000065573,DMRC,2119322,,,,,,
5000065931,MD,893949,2022-02-17,62065.0,0.0,0.0,0.0,0.0
5000066483,BABA,1577552,,,,,,
5000066586,TWO,1465740,2022-03-01,79539.0,0.0,0.0,0.0,0.0
5000067249,AMN,1142750,2022-02-24,46493.0,0.0,0.0,0.0,0.0
5000068201,COTY,1024305,2022-08-25,99265.0,1.0,0.101,0.0,0.101
5000068349,BWB,1341317,2022-03-08,93343.0,0.0,0.0,0.0,0.0
5000069094,LMT,936468,2022-01-25,78147.0,1.0,0.128,0.0,0.128
5000072036,MMM,66740,2022-02-09,85604.0,3.0,0.35,0.0,0.35
5000073544,ASUR,884144,2022-03-14,41582.0,0.0,0.0,0.0,0.0
5000073589,FBNC,811589,2022-03-01,74409.0,0.0,0.0,0.0,0.0
5000073753,LXP,910108,2022-02-24,53078.0,0.0,0.0,0.0,0.0
5000074163,AMC,1411579,2022-03-01,109321.0,0.0,0.0,0.0,0.0
5000075242,JHG,1274173,2022-02-25,65637.0,0.0,0.0,0.0,0.0
5000087626,ASPS,1462418,2022-03-03,55288.0,0.0,0.0,0.0,0.0
5000089362,ARI,1467760,2022-02-08,70064.0,0.0,0.0,0.0,0.0
5000091323,VUZI,1463972,2022-03-02,53359.0,4.0,0.75,0.0,0.75
5000100407,LHX,202058,2022-02-25,95523.0,0.0,0.0,0.0,0.0
5000111822,MRVL,1835632,2022-03-10,71261.0,3.0,0.421,0.0,0.421
5000144454,SXC,1514705,2022-02-24,53856.0,0.0,0.0,0.0,0.0
5000159154,SOHU,1734107,,,,,,
5000166256,FOXF,1424929,2022-02-24,56382.0,0.0,0.0,0.0,0.0
5000167337,STEL,1473844,2022-02-25,102107.0,0.0,0.0,0.0,0.0
5000169403,INSW,1679049,2022-03-02,104761.0,0.0,0.0,0.0,0.0
5000235606,BLK,2012383,,,,,,
5000274109,MOS,1285785,2022-02-23,103330.0,0.0,0.0,0.0,0.0
5000296881,DOW,1751788,2022-02-04,99367.0,0.0,0.0,0.0,0.0
5000301936,ARES,1176948,2022-02-28,148220.0,3.0,0.202,0.0,0.202
5000304954,SIBN,1459839,2022-03-01,70298.0,0.0,0.0,0.0,0.0
5000348762,LOB,1462120,2022-02-24,85449.0,0.0,0.0,0.0,0.0
5000366367,BLZE,1462056,2022-03-28,53150.0,2.0,0.376,0.0,0.376
5000373791,ATLC,1464343,2022-03-15,66120.0,8.0,1.21,0.0,1.21
5000386924,ALRM,1459200,2022-02-24,97047.0,3.0,0.309,0.0,0.309
5000388033,NOW,1373715,,,,,,
5000395020,ELMD,1488917,2022-08-23,27823.0,0.0,0.0,0.0,0.0
5000413382,BWXT,1486957,2022-02-22,58694.0,0.0,0.0,0.0,0.0
5000413735,IRT,1466085,2022-02-24,61275.0,0.0,0.0,0.0,0.0
5000434067,IRDM,1418819,2022-02-17,58656.0,0.0,0.0,0.0,0.0
5000436591,BUR,1714174,,,,,,
5000443862,YEXT,1614178,2022-03-18,55962.0,7.0,1.251,0.0,1.251
5000449809,GNLX,1231457,,,,,,
5000451167,BOX,1372612,2022-03-16,60344.0,4.0,0.663,0.0,0.663
5000451463,CSTL,1447362,2022-02-28,90476.0,9.0,0.995,0.0,0.995
5000451880,AUPH,1600620,2022-02-28,60979.0,0.0,0.0,0.0,0.0
5000454023,LYRA,1327273,2022-03-09,98776.0,0.0,0.0,0.0,0.0
5000454292,RUN,1469367,2022-02-17,75223.0,0.0,0.0,0.0,0.0
5000456188,XNCR,1326732,2022-02-24,77234.0,0.0,0.0,,0.0
5000458922,IMNM,1472012,2022-03-28,70033.0,0.0,0.0,0.0,0.0
5000463778,IMDX,1642380,2022-03-11,84333.0,0.0,0.0,0.0,0.0
5000469187,GNRC,1474735,2022-02-22,57227.0,0.0,0.0,0.0,0.0
5000473957,NWBI,1471265,2022-02-25,78245.0,0.0,0.0,0.0,0.0
5000474462,PDSB,1472091,2022-03-31,66866.0,0.0,0.0,0.0,0.0
5000486806,BGSF,1474903,2022-03-10,41786.0,2.0,0.479,0.0,0.479
5000490684,CLDT,1476045,2022-02-25,56650.0,0.0,0.0,0.0,0.0
5000491518,P,1474432,2022-04-07,49902.0,6.0,1.202,0.0,1.202
5000491595,NBHC,1475841,2022-02-23,86994.0,0.0,0.0,0.0,0.0
5000492829,FENG,1509646,,,,,,
5000493569,BMRC,1403475,2022-03-15,66634.0,1.0,0.15,0.0,0.15
5000497777,CCM,1472072,,,,,,
5000583878,PRI,1475922,2022-03-01,100568.0,1.0,0.099,0.0,0.099
5000583953,MCB,1476034,2022-03-10,64251.0,0.0,0.0,0.0,0.0
5000583977,TRNO,1476150,2022-02-09,56468.0,0.0,0.0,0.0,0.0
5000589036,GBDC,1476765,2022-11-21,204661.0,0.0,0.0,0.0,0.0
5000589109,NET,1477333,2022-03-01,85819.0,15.0,1.748,0.0,1.748
5000591648,LIF,1581760,,,,,,
5000591727,ASAN,1477720,2022-03-24,60033.0,0.0,0.0,0.0,0.0
5000592014,KEN,1611005,,,,,,
5000592140,CRMD,1410098,2022-03-29,79794.0,0.0,0.0,0.0,0.0
5000597856,PEB,1474098,2022-02-22,62447.0,0.0,0.0,0.0,0.0
5000598124,XYZ,1512673,2022-02-24,88426.0,3.0,0.339,0.0,0.339
5000614869,CLPT,1285550,2022-03-09,56314.0,0.0,0.0,0.0,0.0
5000620199,NUTX,1479681,2022-03-31,52221.0,0.0,0.0,0.0,0.0
5000621507,KALA,1479419,2022-03-29,116349.0,0.0,0.0,0.0,0.0
5000624672,SG,1477815,2022-03-04,76181.0,0.0,0.0,0.0,0.0
5000624764,AI,1577526,2022-06-23,79292.0,716.0,90.299,0.0,90.3
5000625906,EXFY,1476840,2022-03-31,75737.0,9.0,1.188,0.0,1.188
5000626521,DQ,1477641,,,,,,
5000626762,PECO,1476204,2022-02-16,73604.0,0.0,0.0,0.0,0.0
5000627106,ADPT,1478320,2022-02-15,92082.0,29.0,3.149,0.0,3.149
5000631399,JKS,1481513,,,,,,
5000633005,RYZ,1481582,2022-02-23,60376.0,0.0,0.0,0.0,0.0
5000634824,LYV,1335258,2022-02-23,68828.0,0.0,0.0,0.0,0.0
5000636622,PLOW,1287213,2022-02-22,56956.0,0.0,0.0,0.0,0.0
5000646537,COCO,1482981,2022-03-14,70922.0,0.0,0.0,0.0,0.0
5000646559,VNRX,93314,2022-03-30,43324.0,0.0,0.0,0.0,0.0
5000646809,FINW,1856365,2022-03-30,76739.0,0.0,0.0,0.0,0.0
5000662601,NOMD,1651717,,,,,,
5000663796,HPP,1482512,2022-02-18,82214.0,0.0,0.0,0.0,0.0
5000667728,OM,1484612,2022-02-23,83306.0,5.0,0.6,0.0,0.6
5000668795,TT,1466258,2022-02-07,63389.0,0.0,0.0,0.0,0.0
5000680031,FAF,1472787,2022-02-17,58965.0,0.0,0.0,0.0,0.0
5000685903,TDUP,1484778,2022-03-22,57293.0,3.0,0.524,0.0,0.524
5000692937,STNG,1483934,,,,,,
5000697784,AIP,1667011,2022-03-07,70513.0,62.0,8.793,0.0,8.793
5000707328,GFS,1709048,,,,,,
5000707569,ATOS,1488039,2022-02-28,47946.0,0.0,0.0,0.0,0.0
5000708211,VEON,1468091,,,,,,
5000709065,CB,896159,2022-02-24,121318.0,0.0,0.0,0.0,0.0
5000714251,EFSI,880641,2022-03-30,48621.0,0.0,0.0,0.0,0.0
5000722636,VPG,1487952,2022-03-04,54081.0,0.0,0.0,0.0,0.0
5000726180,GRPN,1490281,2022-02-28,65197.0,0.0,0.0,0.0,0.0
5000727826,PII,931015,2022-02-15,44030.0,0.0,0.0,0.0,0.0
5000737707,LYB,1489393,2022-02-24,66774.0,1.0,0.15,0.0,0.15
5000766723,BAH,1443646,2022-05-20,81120.0,9.0,1.109,0.0,1.109
5000782315,SYBX,1527599,2022-03-17,80869.0,0.0,0.0,0.0,0.0
5000788031,VTOL,1525221,2022-05-31,65851.0,0.0,0.0,0.0,0.0
5000795447,OKTA,1660134,2022-03-07,69945.0,0.0,0.0,0.0,0.0
5000803238,KNX,1492691,2022-02-24,70259.0,0.0,0.0,0.0,0.0
5000806836,UI,1511737,2022-08-26,53828.0,0.0,0.0,0.0,0.0
5000807778,CPNG,1834584,2022-03-03,70312.0,1.0,0.142,0.0,0.142
5000808134,STAG,1479094,2022-02-16,75606.0,0.0,0.0,0.0,0.0
5000822866,NCLH,1513761,2022-03-01,80322.0,0.0,0.0,0.0,0.0
5000829973,MMYT,1495153,,,,,,
5000832242,BJ,1531152,2022-03-17,49038.0,0.0,0.0,0.0,0.0
5000841635,RBB,1499422,2022-03-11,91152.0,0.0,0.0,0.0,0.0
5000886611,FHB,36377,2022-02-25,123720.0,0.0,0.0,0.0,0.0
5001078478,ROAD,1718227,2022-11-22,55915.0,0.0,0.0,0.0,0.0
5001079715,QTRX,1503274,2022-03-01,77230.0,0.0,0.0,0.0,0.0
5001113817,FCNCA,798941,2022-02-25,84665.0,0.0,0.0,0.0,0.0
5001145844,TSQ,1499832,2022-03-16,58015.0,0.0,0.0,0.0,0.0
5001152912,FBK,1649749,2022-02-25,95854.0,1.0,0.104,0.0,0.104
5001158057,TRGP,1389170,2022-02-24,91132.0,0.0,0.0,0.0,0.0
5001158603,ASMB,1426800,2022-03-11,56439.0,0.0,0.0,0.0,0.0
5001158690,WD,1497770,2022-02-24,79030.0,0.0,0.0,0.0,0.0
5001167737,INN,1497645,2022-02-23,69622.0,0.0,0.0,0.0,0.0
5001175911,AURA,1501796,2022-03-23,86646.0,0.0,0.0,0.0,0.0
5001179197,SBRA,1492298,2022-02-22,79839.0,0.0,0.0,0.0,0.0
5001181437,TAL,1499620,,,,,,
5001181798,VRA,1495320,2022-03-29,51812.0,0.0,0.0,0.0,0.0
5001183972,TBCH,1493761,2022-03-02,41438.0,0.0,0.0,0.0,0.0
5001190801,CTGO,1502377,2022-08-31,53708.0,0.0,0.0,0.0,0.0
5001198706,DFTX,1813814,2022-03-28,92479.0,8.0,0.865,0.0,0.865
5001199437,CMRE,1503584,,,,,,
5001204503,BKU,1504008,2022-02-24,71804.0,0.0,0.0,0.0,0.0
5001206827,WRBY,1504776,2022-03-18,74141.0,1.0,0.135,0.0,0.135
5001208951,HCA,860730,2022-02-18,79624.0,0.0,0.0,0.0,0.0
5001210761,HII,1501585,2022-02-10,71862.0,3.0,0.417,0.0,0.417
5001217125,DOMO,1505952,2022-03-23,64989.0,28.0,4.308,0.0,4.308
5001218237,CTXR,1506251,2021-12-15,48354.0,0.0,0.0,0.0,0.0
5001221274,CFFN,1490906,2022-11-23,55698.0,0.0,0.0,0.0,0.0
5001225023,DJCO,783412,2021-12-17,20200.0,0.0,0.0,0.0,0.0
5001364222,FRPT,1611647,2022-03-01,35373.0,0.0,0.0,0.0,0.0
5001426792,BOC,1494582,2022-03-28,82194.0,0.0,0.0,0.0,0.0
5001428501,AGNT,1495932,2022-02-25,45433.0,0.0,0.0,0.0,0.0
5001429658,PPLI,1800227,2022-03-01,91898.0,1.0,0.109,0.0,0.109
5001431073,AGRO,1499505,,,,,,
5001432321,XFOR,1501697,2022-03-17,87872.0,4.0,0.455,0.0,0.455
5001432532,FLYW,1580560,2022-03-29,92939.0,6.0,0.646,0.0,0.646
5001432608,UPLD,1505155,2022-02-24,57344.0,0.0,0.0,0.0,0.0
5001433433,FND,1507079,2022-02-24,66356.0,0.0,0.0,0.0,0.0
5001433891,SHOP,1594805,,,,,,
5001435113,MARA,1507605,2022-03-10,58668.0,0.0,0.0,0.0,0.0
5001436348,SERA,1534969,2022-03-29,80383.0,4.0,0.498,0.0,0.498
5001437405,BKH,1130464,2022-02-15,66315.0,0.0,0.0,0.0,0.0
5001437767,D,715957,2022-02-24,141841.0,0.0,0.0,0.0,0.0
5001437821,ABNB,1559720,,,,,,
5001437822,KPTI,1503802,2022-03-01,109819.0,0.0,0.0,0.0,0.0
5001437827,VSTM,1526119,2022-03-28,79632.0,0.0,0.0,0.0,0.0
5001438555,MPC,1510295,2022-02-24,82414.0,0.0,0.0,0.0,0.0
5001440461,RLJ,1511337,2022-02-24,61147.0,0.0,0.0,0.0,0.0
5001451043,FSSL,2065812,,,,,,
5001546121,NGL,1504461,2022-06-06,106373.0,0.0,0.0,0.0,0.0
5001815447,HWM,4281,2022-02-14,65078.0,0.0,0.0,0.0,0.0
5002074820,HLLY,1822928,2022-03-15,51193.0,0.0,0.0,0.0,0.0
5002454841,TKNO,1850902,2022-03-18,64266.0,0.0,0.0,0.0,0.0
5003267828,SST,1805833,2022-03-31,69895.0,2.0,0.286,0.0,0.286
5003943775,AMAL,1823608,2022-03-11,79238.0,0.0,0.0,0.0,0.0
5004079540,SGHC,1878057,,,,,,
5007597811,VISN,1517228,2022-02-17,71165.0,0.0,0.0,0.0,0.0
5013004934,JELD,1674335,2022-02-22,72256.0,0.0,0.0,0.0,0.0
5017515126,STRO,1382101,2022-02-28,99660.0,0.0,0.0,0.0,0.0
5018692578,BVFL,1302387,2009-09-24,45352.0,0.0,0.0,0.0,0.0
5019148582,CADL,1841387,2022-03-29,117227.0,0.0,0.0,0.0,0.0
5019315248,SKYX,1598981,2022-03-08,74148.0,1.0,0.135,0.0,0.135
5020494281,KIDS,1425450,2022-03-03,74855.0,0.0,0.0,0.0,0.0
5025338342,ECOR,1560258,2022-03-10,78130.0,0.0,0.0,0.0,0.0
5025392225,IKT,1750149,2022-03-31,92383.0,0.0,0.0,0.0,0.0
5026327812,BRCC,1891101,2022-03-16,72684.0,0.0,0.0,0.0,0.0
5028043693,MITT,1514281,2022-02-25,90802.0,0.0,0.0,0.0,0.0
5028045179,TCPC,1370755,2022-02-24,91018.0,0.0,0.0,0.0,0.0
5028807016,PBFS,1769663,2022-09-23,80663.0,0.0,0.0,0.0,0.0
5030853586,GOOGL,1652044,,,,,,
5031036434,CLMT,2013745,,,,,,
5031417711,RVLV,1746618,2022-02-28,64551.0,0.0,0.0,0.0,0.0
5031720879,OPRA,1737450,,,,,,
5031837363,SBGI,1971213,,,,,,
5031889023,RPRX,1802768,2022-02-15,86736.0,0.0,0.0,0.0,0.0
5031994451,AQST,1398733,2022-03-08,81706.0,0.0,0.0,0.0,0.0
5032022364,GPRO,1500435,2022-02-11,58583.0,0.0,0.0,0.0,0.0
5032036738,NTRA,1604821,2022-02-25,93627.0,2.0,0.214,0.0,0.214
5033074099,TOST,1650164,2022-03-01,84883.0,0.0,0.0,0.0,0.0
5033241592,RMR,1644378,2022-11-14,47699.0,0.0,0.0,0.0,0.0
5033562809,LIND,1512499,2022-02-28,67365.0,2.0,0.297,0.0,0.297
5033822797,GEOS,1001115,2022-11-18,38508.0,0.0,0.0,,0.0
5034074360,PAHC,1069899,2022-08-24,71662.0,0.0,0.0,0.0,0.0
5034173692,MBIN,1629019,2022-03-04,78013.0,0.0,0.0,,0.0
5034749441,ARCO,1508478,,,,,,
